ID,Company Name,YearEstablished,Label_Title,Address Line 1,City,State,Postcode,Country,Address_1Line,GeocodeStatus,Confidence,MatchedAddress,Provider,Timestamp,AddrForQuery,Latitude,Longitude,geo.Confidence,geo.MatchedAddress,geo.GeocodeStatus,geo.Provider,geo.Timestamp
JC0192,EPSON MALAYSIA SDN. BHD.,,EPSON MALAYSIA SDN. BHD.,"3RD FLOOR, EAST TOWER, WISMA CONSPLANT 1, NO.2 JALAN SS 16/4",SUBANG JAYA,SELANGOR,47500,MALAYSIA,"EPSON MALAYSIA SDN. BHD., 3RD FLOOR, EAST TOWER, WISMA CONSPLANT 1, NO.2 JALAN SS 16/4, SUBANG JAYA, SELANGOR, 47500, MALAYSIA",,,,,,"EPSON MALAYSIA SDN. BHD., 3RD FLOOR, EAST TOWER, WISMA CONSPLANT 1, NO.2 JALAN SS 16/4, SUBANG JAYA, SELANGOR, 47500, MALAYSIA",3.0886,101.607,7,"47500, Malaysia",OK,OpenCage,45945.04802
JC0193,EPSON PRECISION (JOHOR) SDN. BHD.,,EPSON PRECISION (JOHOR) SDN. BHD.,"NO. 31 & 31A, JALAN KEMPAS, KEMPAS BARU",JOHOR BAHRU,JOHOR,81200,MALAYSIA,"EPSON PRECISION (JOHOR) SDN. BHD., NO. 31 & 31A, JALAN KEMPAS, KEMPAS BARU, JOHOR BAHRU, JOHOR, 81200, MALAYSIA",,,,,,"EPSON PRECISION (JOHOR) SDN. BHD., NO. 31 & 31A, JALAN KEMPAS, KEMPAS BARU, JOHOR BAHRU, JOHOR, 81200, MALAYSIA",1.5249,103.6874,7,"81200, Malaysia",OK,OpenCage,45945.04804
JC0194,EPSON PRECISION MALAYSIA SDN. BHD.,,EPSON PRECISION MALAYSIA SDN. BHD.,"1, PERSIARAN INDUSTRI, BANDAR SRI DAMANSARA",KUALA LUMPUR,KUALA LUMPUR,52200,MALAYSIA,"EPSON PRECISION MALAYSIA SDN. BHD., 1, PERSIARAN INDUSTRI, BANDAR SRI DAMANSARA, KUALA LUMPUR, KUALA LUMPUR, 52200, MALAYSIA",,,,,,"EPSON PRECISION MALAYSIA SDN. BHD., 1, PERSIARAN INDUSTRI, BANDAR SRI DAMANSARA, KUALA LUMPUR, KUALA LUMPUR, 52200, MALAYSIA",3.1553,101.6668,7,"52200, Malaysia",OK,OpenCage,45945.04811
JC0195,EQUINOX PROPTECH  SDN. BHD.,2021,EQUINOX PROPTECH  SDN. BHD. (est. 2021),"LEVEL 23, MENARA EXCHANGE 106, TUN RAZAK EXCHANGE",KUALA LUMPUR,KUALA LUMPUR,55188,MALAYSIA,"EQUINOX PROPTECH  SDN. BHD., LEVEL 23, MENARA EXCHANGE 106, TUN RAZAK EXCHANGE, KUALA LUMPUR, KUALA LUMPUR, 55188, MALAYSIA",,,,,,"EQUINOX PROPTECH  SDN. BHD., LEVEL 23, MENARA EXCHANGE 106, TUN RAZAK EXCHANGE, KUALA LUMPUR, KUALA LUMPUR, 55188, MALAYSIA",,,,,OK,OpenCage,45945.04814
JC0196,ERNST & YOUNG,,ERNST & YOUNG,"LEVEL 23A, MENARA MILENIUM, JALAN DAMANLELA, PUSAT BANDAR DAMANSARA",KUALA LUMPUR,KUALA LUMPUR,50490,MALAYSIA,"ERNST & YOUNG, LEVEL 23A, MENARA MILENIUM, JALAN DAMANLELA, PUSAT BANDAR DAMANSARA, KUALA LUMPUR, KUALA LUMPUR, 50490, MALAYSIA",,,,,,"ERNST & YOUNG, LEVEL 23A, MENARA MILENIUM, JALAN DAMANLELA, PUSAT BANDAR DAMANSARA, KUALA LUMPUR, KUALA LUMPUR, 50490, MALAYSIA",,,,,OK,OpenCage,45945.04816
JC0197,EVANSTON MALAYSIA SDN. BHD.,2020,EVANSTON MALAYSIA SDN. BHD. (est. 2020),"16-A JALAN TUN MOHD FUAD, TAMAN TUN DR ISMAIL",KUALA LUMPUR,KUALA LUMPUR,60000,MALAYSIA,"EVANSTON MALAYSIA SDN. BHD., 16-A JALAN TUN MOHD FUAD, TAMAN TUN DR ISMAIL, KUALA LUMPUR, KUALA LUMPUR, 60000, MALAYSIA",,,,,,"EVANSTON MALAYSIA SDN. BHD., 16-A JALAN TUN MOHD FUAD, TAMAN TUN DR ISMAIL, KUALA LUMPUR, KUALA LUMPUR, 60000, MALAYSIA",3.1456,101.645,7,"60000, Malaysia",OK,OpenCage,45945.04819
JC0198,EYE LENS TRADING SDN. BHD.,,EYE LENS TRADING SDN. BHD.,"NO 1-21C JALAN DESA 1/3, DESA AMAN PURI, KEPONG",KUALA LUMPUR,KUALA LUMPUR,52100,MALAYSIA,"EYE LENS TRADING SDN. BHD., NO 1-21C JALAN DESA 1/3, DESA AMAN PURI, KEPONG, KUALA LUMPUR, KUALA LUMPUR, 52100, MALAYSIA",,,,,,"EYE LENS TRADING SDN. BHD., NO 1-21C JALAN DESA 1/3, DESA AMAN PURI, KEPONG, KUALA LUMPUR, KUALA LUMPUR, 52100, MALAYSIA",,,,,OK,OpenCage,45945.04821
JC0199,FAIR CONSULTING MALAYSIA SDN. BHD.,,FAIR CONSULTING MALAYSIA SDN. BHD.,"SUITE 2B-2-1, LEVEL 2, TOWER 2B, PLAZA SENTRAL, JALAN STESEN SENTRAL 5",KUALA LUMPUR,KUALA LUMPUR,50470,MALAYSIA,"FAIR CONSULTING MALAYSIA SDN. BHD., SUITE 2B-2-1, LEVEL 2, TOWER 2B, PLAZA SENTRAL, JALAN STESEN SENTRAL 5, KUALA LUMPUR, KUALA LUMPUR, 50470, MALAYSIA",,,,,,"FAIR CONSULTING MALAYSIA SDN. BHD., SUITE 2B-2-1, LEVEL 2, TOWER 2B, PLAZA SENTRAL, JALAN STESEN SENTRAL 5, KUALA LUMPUR, KUALA LUMPUR, 50470, MALAYSIA",,,,,OK,OpenCage,45945.04824
JC0200,FAN FOOD SDN. BHD.,2007,FAN FOOD SDN. BHD. (est. 2007),"NO. 59 JALAN PERANG, TAMAN PELANGI",JOHOR BAHRU,JOHOR,80400,MALAYSIA,"FAN FOOD SDN. BHD., NO. 59 JALAN PERANG, TAMAN PELANGI, JOHOR BAHRU, JOHOR, 80400, MALAYSIA",,,,,,"FAN FOOD SDN. BHD., NO. 59 JALAN PERANG, TAMAN PELANGI, JOHOR BAHRU, JOHOR, 80400, MALAYSIA",1.5017,103.7414,7,"80400, Malaysia",OK,OpenCage,45945.04828
JC0201,FANUC MECHATRONICS (M) SDN. BHD.,,FANUC MECHATRONICS (M) SDN. BHD.,"NO. 22, PERSIARAN ASTANA / KU 2, BANDAR BUKIT RAJA",KLANG,SELANGOR,41050,MALAYSIA,"FANUC MECHATRONICS (M) SDN. BHD., NO. 22, PERSIARAN ASTANA / KU 2, BANDAR BUKIT RAJA, KLANG, SELANGOR, 41050, MALAYSIA",,,,,,"FANUC MECHATRONICS (M) SDN. BHD., NO. 22, PERSIARAN ASTANA / KU 2, BANDAR BUKIT RAJA, KLANG, SELANGOR, 41050, MALAYSIA",,,,,OK,OpenCage,45945.0483
JC0202,FATTY CHEMICAL (MALAYSIA) SDN. BHD.,,FATTY CHEMICAL (MALAYSIA) SDN. BHD.,"2510, LORONG PERUSAHAAN 1, PRAI INDUSTRIAL COMPLEX",PRAI,PULAU PINANG,13600,MALAYSIA,"FATTY CHEMICAL (MALAYSIA) SDN. BHD., 2510, LORONG PERUSAHAAN 1, PRAI INDUSTRIAL COMPLEX, PRAI, PULAU PINANG, 13600, MALAYSIA",,,,,,"FATTY CHEMICAL (MALAYSIA) SDN. BHD., 2510, LORONG PERUSAHAAN 1, PRAI INDUSTRIAL COMPLEX, PRAI, PULAU PINANG, 13600, MALAYSIA",,,,,OK,OpenCage,45945.04833
JC0203,FD INDUSTRI (MALAYSIA) SDN. BHD.,,FD INDUSTRI (MALAYSIA) SDN. BHD.,"NO.12, THE HIGHWAY CENTRE, JALAN 51/205",PETALING JAYA,SELANGOR,46050,MALAYSIA,"FD INDUSTRI (MALAYSIA) SDN. BHD., NO.12, THE HIGHWAY CENTRE, JALAN 51/205, PETALING JAYA, SELANGOR, 46050, MALAYSIA",,,,,,"FD INDUSTRI (MALAYSIA) SDN. BHD., NO.12, THE HIGHWAY CENTRE, JALAN 51/205, PETALING JAYA, SELANGOR, 46050, MALAYSIA",3.095,101.6232,7,"46050, Malaysia",OK,OpenCage,45945.04836
JC0204,FILTRA8 SDN. BHD.,2012,FILTRA8 SDN. BHD. (est. 2012),"D12-3AG BLOCK D12, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, PJU 1A",PETALING JAYA,SELANGOR,47301,MALAYSIA,"FILTRA8 SDN. BHD., D12-3AG BLOCK D12, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, PJU 1A, PETALING JAYA, SELANGOR, 47301, MALAYSIA",,,,,,"FILTRA8 SDN. BHD., D12-3AG BLOCK D12, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, PJU 1A, PETALING JAYA, SELANGOR, 47301, MALAYSIA",3.1042,101.6128,7,"47301, Malaysia",OK,OpenCage,45945.04839
JC0205,FINE PAPER TAKEO (MALAYSIA) SDN. BHD.,,FINE PAPER TAKEO (MALAYSIA) SDN. BHD.,"51, JALAN 10/91, TAMAN SHAMELIN PERKASA",KUALA LUMPUR,KUALA LUMPUR,56100,MALAYSIA,"FINE PAPER TAKEO (MALAYSIA) SDN. BHD., 51, JALAN 10/91, TAMAN SHAMELIN PERKASA, KUALA LUMPUR, KUALA LUMPUR, 56100, MALAYSIA",,,,,,"FINE PAPER TAKEO (MALAYSIA) SDN. BHD., 51, JALAN 10/91, TAMAN SHAMELIN PERKASA, KUALA LUMPUR, KUALA LUMPUR, 56100, MALAYSIA",3.1105,101.7389,7,"56100, Malaysia",OK,OpenCage,45945.04843
JC0206,FIW STEEL SDN. BHD.,,FIW STEEL SDN. BHD.,"NO. 3, JALAN KELULI 1, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN",SHAH ALAM,SELANGOR,40000,MALAYSIA,"FIW STEEL SDN. BHD., NO. 3, JALAN KELULI 1, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SHAH ALAM, SELANGOR, 40000, MALAYSIA",,,,,,"FIW STEEL SDN. BHD., NO. 3, JALAN KELULI 1, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SHAH ALAM, SELANGOR, 40000, MALAYSIA",3.0797,101.5186,7,"40000, Malaysia",OK,OpenCage,45945.04845
JC0207,FK MACHINERY (M) SDN. BHD.,,FK MACHINERY (M) SDN. BHD.,"NO3, JALAN PENGETUA U1/32, HICOM GLENMARIE INDUSTRIAL PARK, SEKSYEN U1",SHAH ALAM,SELANGOR,40150,MALAYSIA,"FK MACHINERY (M) SDN. BHD., NO3, JALAN PENGETUA U1/32, HICOM GLENMARIE INDUSTRIAL PARK, SEKSYEN U1, SHAH ALAM, SELANGOR, 40150, MALAYSIA",,,,,,"FK MACHINERY (M) SDN. BHD., NO3, JALAN PENGETUA U1/32, HICOM GLENMARIE INDUSTRIAL PARK, SEKSYEN U1, SHAH ALAM, SELANGOR, 40150, MALAYSIA",,,,,OK,OpenCage,45945.04847
JC0208,FL PREMIUM SDN. BHD.,2012,FL PREMIUM SDN. BHD. (est. 2012),"NO. 27-01 & 02, JALAN INDAH 15/2, TAMAN BUKIT INDAH",JOHOR BAHRU,JOHOR,81200,MALAYSIA,"FL PREMIUM SDN. BHD., NO. 27-01 & 02, JALAN INDAH 15/2, TAMAN BUKIT INDAH, JOHOR BAHRU, JOHOR, 81200, MALAYSIA",,,,,,"FL PREMIUM SDN. BHD., NO. 27-01 & 02, JALAN INDAH 15/2, TAMAN BUKIT INDAH, JOHOR BAHRU, JOHOR, 81200, MALAYSIA",1.5249,103.6874,7,"81200, Malaysia",OK,OpenCage,45945.0485
JC0209,FLE (M) SDN. BHD.,,FLE (M) SDN. BHD.,"A-08-5, LEVEL 8, BLOCK A, SKYPARK@ONE CITY, JALAN USJ 25/1",SUBANG JAYA,SELANGOR,47650,MALAYSIA,"FLE (M) SDN. BHD., A-08-5, LEVEL 8, BLOCK A, SKYPARK@ONE CITY, JALAN USJ 25/1, SUBANG JAYA, SELANGOR, 47650, MALAYSIA",,,,,,"FLE (M) SDN. BHD., A-08-5, LEVEL 8, BLOCK A, SKYPARK@ONE CITY, JALAN USJ 25/1, SUBANG JAYA, SELANGOR, 47650, MALAYSIA",,,,,OK,OpenCage,45945.04853
JC0210,FLORAL-CAM SDN. BHD.,2004,FLORAL-CAM SDN. BHD. (est. 2004),"NO. 11A, MEDAN BISTARI IE, MEDAN IPOH BISTARI",IPOH,PERAK,31400,MALAYSIA,"FLORAL-CAM SDN. BHD., NO. 11A, MEDAN BISTARI IE, MEDAN IPOH BISTARI, IPOH, PERAK, 31400, MALAYSIA",,,,,,"FLORAL-CAM SDN. BHD., NO. 11A, MEDAN BISTARI IE, MEDAN IPOH BISTARI, IPOH, PERAK, 31400, MALAYSIA",,,,,OK,OpenCage,45945.04855
JC0211,FLP HORIZON MALAYSIA SDN. BHD.,,FLP HORIZON MALAYSIA SDN. BHD.,"UNIT 100.02.043, 129 OFFICES, BLOCK J, JAYA ONE, NO.72A, JALAN UNIVERSITI",PETALING JAYA,SELANGOR,46200,MALAYSIA,"FLP HORIZON MALAYSIA SDN. BHD., UNIT 100.02.043, 129 OFFICES, BLOCK J, JAYA ONE, NO.72A, JALAN UNIVERSITI, PETALING JAYA, SELANGOR, 46200, MALAYSIA",,,,,,"FLP HORIZON MALAYSIA SDN. BHD., UNIT 100.02.043, 129 OFFICES, BLOCK J, JAYA ONE, NO.72A, JALAN UNIVERSITI, PETALING JAYA, SELANGOR, 46200, MALAYSIA",,,,,OK,OpenCage,45945.04859
JC0212,FUJI ELECTRIC (MALAYSIA) SDN. BHD.,,FUJI ELECTRIC (MALAYSIA) SDN. BHD.,"LOT 4 & 5, INDUSTRIAL ZONE PHASE 1, KULIM HI-TECH PARK",KULIM,KEDAH,09090,MALAYSIA,"FUJI ELECTRIC (MALAYSIA) SDN. BHD., LOT 4 & 5, INDUSTRIAL ZONE PHASE 1, KULIM HI-TECH PARK, KULIM, KEDAH, 09090, MALAYSIA",,,,,,"FUJI ELECTRIC (MALAYSIA) SDN. BHD., LOT 4 & 5, INDUSTRIAL ZONE PHASE 1, KULIM HI-TECH PARK, KULIM, KEDAH, 09090, MALAYSIA",,,,,OK,OpenCage,45945.04862
JC0213,FUJI FURUKAWA E&C (M) SDN. BHD.,,FUJI FURUKAWA E&C (M) SDN. BHD.,"E-10-12, BLOCK E PUSAT PERDAGANGAN PHILEO DAMANSARA, NO9, JALAN 16/11, OFF JALAN DAMANSARA",PETARING JAYA,SELANGOR,46350,MALAYSIA,"FUJI FURUKAWA E&C (M) SDN. BHD., E-10-12, BLOCK E PUSAT PERDAGANGAN PHILEO DAMANSARA, NO9, JALAN 16/11, OFF JALAN DAMANSARA, PETARING JAYA, SELANGOR, 46350, MALAYSIA",,,,,,"FUJI FURUKAWA E&C (M) SDN. BHD., E-10-12, BLOCK E PUSAT PERDAGANGAN PHILEO DAMANSARA, NO9, JALAN 16/11, OFF JALAN DAMANSARA, PETARING JAYA, SELANGOR, 46350, MALAYSIA",,,,,OK,OpenCage,45945.04864
JC0214,FUJI GLOBAL CHOCOLATE (M) SDN. BHD.,,FUJI GLOBAL CHOCOLATE (M) SDN. BHD.,"PLOT D32, JALAN DPB/6, JALAN PELABUHAN TANJUNG PELEPAS, GELANG PATAH",GELANG PATAH,JOHOR,81560,MALAYSIA,"FUJI GLOBAL CHOCOLATE (M) SDN. BHD., PLOT D32, JALAN DPB/6, JALAN PELABUHAN TANJUNG PELEPAS, GELANG PATAH, GELANG PATAH, JOHOR, 81560, MALAYSIA",,,,,,"FUJI GLOBAL CHOCOLATE (M) SDN. BHD., PLOT D32, JALAN DPB/6, JALAN PELABUHAN TANJUNG PELEPAS, GELANG PATAH, GELANG PATAH, JOHOR, 81560, MALAYSIA",1.4484,103.5873,5,"Gelang Patah, Johor, Malaysia",OK,OpenCage,45945.04867
JC0215,FUJI LOGISTICS (M) SDN. BHD.,,FUJI LOGISTICS (M) SDN. BHD.,"LOT NO.5, INDUSTRIAL ZONE PHASE I, KULIM HI-TECH INDUSTRIAL PARK",KULIM,KEDAH,09000,MALAYSIA,"FUJI LOGISTICS (M) SDN. BHD., LOT NO.5, INDUSTRIAL ZONE PHASE I, KULIM HI-TECH INDUSTRIAL PARK, KULIM, KEDAH, 09000, MALAYSIA",,,,,,"FUJI LOGISTICS (M) SDN. BHD., LOT NO.5, INDUSTRIAL ZONE PHASE I, KULIM HI-TECH INDUSTRIAL PARK, KULIM, KEDAH, 09000, MALAYSIA",,,,,OK,OpenCage,45945.0487
JC0216,FUJIFILM (MALAYSIA) SDN. BHD.,,FUJIFILM (MALAYSIA) SDN. BHD.,"LEVEL 19, MENARA CELCOMDIGI, NO. 6, PERSIARAN BARAT, SEKSYEN 52",PETALING JAYA,SELANGOR,46200,MALAYSIA,"FUJIFILM (MALAYSIA) SDN. BHD., LEVEL 19, MENARA CELCOMDIGI, NO. 6, PERSIARAN BARAT, SEKSYEN 52, PETALING JAYA, SELANGOR, 46200, MALAYSIA",,,,,,"FUJIFILM (MALAYSIA) SDN. BHD., LEVEL 19, MENARA CELCOMDIGI, NO. 6, PERSIARAN BARAT, SEKSYEN 52, PETALING JAYA, SELANGOR, 46200, MALAYSIA",3.0832,101.6407,7,"46200, Malaysia",OK,OpenCage,45945.04874
JC0217,FUJIKOSHI-NACHI (M) SDN. BHD.,,FUJIKOSHI-NACHI (M) SDN. BHD.,"NO.17, JALAN USJ 21/3",SUBANG JAYA,SELANGOR,47630,MALAYSIA,"FUJIKOSHI-NACHI (M) SDN. BHD., NO.17, JALAN USJ 21/3, SUBANG JAYA, SELANGOR, 47630, MALAYSIA",,,,,,"FUJIKOSHI-NACHI (M) SDN. BHD., NO.17, JALAN USJ 21/3, SUBANG JAYA, SELANGOR, 47630, MALAYSIA",3.0334,101.5848,7,"47630, Malaysia",OK,OpenCage,45945.04879
JC0218,FUJIKURA (MALAYSIA) SDN. BHD.,,FUJIKURA (MALAYSIA) SDN. BHD.,"2, JALAN DELIMA 1/1, SUBANG HI-TECH INDUSTRIAL PARK",SHAH ALAM,SELANGOR,40000,MALAYSIA,"FUJIKURA (MALAYSIA) SDN. BHD., 2, JALAN DELIMA 1/1, SUBANG HI-TECH INDUSTRIAL PARK, SHAH ALAM, SELANGOR, 40000, MALAYSIA",,,,,,"FUJIKURA (MALAYSIA) SDN. BHD., 2, JALAN DELIMA 1/1, SUBANG HI-TECH INDUSTRIAL PARK, SHAH ALAM, SELANGOR, 40000, MALAYSIA",,,,,OK,OpenCage,45945.04881
JC0219,FUJIMI-MICRO TECHNOLOGY SDN. BHD.,,FUJIMI-MICRO TECHNOLOGY SDN. BHD.,"LOT 13, JALAN HI-TECH 3, INDUSTRIAL ZONE PHASE 1 KULIM HI-TECH PARK",KULIM,KEDAH,09090,MALAYSIA,"FUJIMI-MICRO TECHNOLOGY SDN. BHD., LOT 13, JALAN HI-TECH 3, INDUSTRIAL ZONE PHASE 1 KULIM HI-TECH PARK, KULIM, KEDAH, 09090, MALAYSIA",,,,,,"FUJIMI-MICRO TECHNOLOGY SDN. BHD., LOT 13, JALAN HI-TECH 3, INDUSTRIAL ZONE PHASE 1 KULIM HI-TECH PARK, KULIM, KEDAH, 09090, MALAYSIA",,,,,OK,OpenCage,45945.04884
JC0220,FUJITA CORPORATION (M) SDN. BHD.,,FUJITA CORPORATION (M) SDN. BHD.,"A-32-3A, LEVEL 32, TOWER A, MENARA UOA BANGSAR, NO. 5 JALAN BANGSAR UTAMA 1",KUALA LUMPUR,KUALA LUMPUR,59000,MALAYSIA,"FUJITA CORPORATION (M) SDN. BHD., A-32-3A, LEVEL 32, TOWER A, MENARA UOA BANGSAR, NO. 5 JALAN BANGSAR UTAMA 1, KUALA LUMPUR, KUALA LUMPUR, 59000, MALAYSIA",,,,,,"FUJITA CORPORATION (M) SDN. BHD., A-32-3A, LEVEL 32, TOWER A, MENARA UOA BANGSAR, NO. 5 JALAN BANGSAR UTAMA 1, KUALA LUMPUR, KUALA LUMPUR, 59000, MALAYSIA",,,,,OK,OpenCage,45945.04886
JC0221,FUJITEC (MALAYSIA) SDN. BHD.,,FUJITEC (MALAYSIA) SDN. BHD.,"UNIT D-5-59, BLOCK DAHLIA 10 BOULEVARD LEBUHRAYA SPRINT, PJU 6A ",PETALING JAYA,SELANGOR,47400,MALAYSIA,"FUJITEC (MALAYSIA) SDN. BHD., UNIT D-5-59, BLOCK DAHLIA 10 BOULEVARD LEBUHRAYA SPRINT, PJU 6A , PETALING JAYA, SELANGOR, 47400, MALAYSIA",,,,,,"FUJITEC (MALAYSIA) SDN. BHD., UNIT D-5-59, BLOCK DAHLIA 10 BOULEVARD LEBUHRAYA SPRINT, PJU 6A , PETALING JAYA, SELANGOR, 47400, MALAYSIA",3.1296,101.6274,7,"47400, Malaysia",OK,OpenCage,45945.04889
JC0222,FUJITSU (MALAYSIA) SDN. BHD.,,FUJITSU (MALAYSIA) SDN. BHD.,"BANGUNAN EMERIO CYBERJAYA, LEVEL 2 & 3(KAGAYAKI BUILDING), LINGKARAN TEKNOKRAT 3 BARAT",CYBERJAYA,SELANGOR,63000,MALAYSIA,"FUJITSU (MALAYSIA) SDN. BHD., BANGUNAN EMERIO CYBERJAYA, LEVEL 2 & 3(KAGAYAKI BUILDING), LINGKARAN TEKNOKRAT 3 BARAT, CYBERJAYA, SELANGOR, 63000, MALAYSIA",,,,,,"FUJITSU (MALAYSIA) SDN. BHD., BANGUNAN EMERIO CYBERJAYA, LEVEL 2 & 3(KAGAYAKI BUILDING), LINGKARAN TEKNOKRAT 3 BARAT, CYBERJAYA, SELANGOR, 63000, MALAYSIA",2.9679,101.653,7,"63000, Malaysia",OK,OpenCage,45945.04891
JC0223,FUJITSU COMPONENT (M) SDN. BHD.,,FUJITSU COMPONENT (M) SDN. BHD.,"NO. 1, LORONG SATU, KAWASAN PERINDUSTRIAN PARIT RAJA",BATU PAHAT,JOHOR,86400,MALAYSIA,"FUJITSU COMPONENT (M) SDN. BHD., NO. 1, LORONG SATU, KAWASAN PERINDUSTRIAN PARIT RAJA, BATU PAHAT, JOHOR, 86400, MALAYSIA",,,,,,"FUJITSU COMPONENT (M) SDN. BHD., NO. 1, LORONG SATU, KAWASAN PERINDUSTRIAN PARIT RAJA, BATU PAHAT, JOHOR, 86400, MALAYSIA",,,,,OK,OpenCage,45945.04895
JC0224,FUJITSU SYSTEMS GLOBAL SOLUTIONS SDN. BHD.,,FUJITSU SYSTEMS GLOBAL SOLUTIONS SDN. BHD.,"22ND FLOOR, NORTH & SOUTH WING, MENARA TELEKOM, JALAN PANTAI BAHARU",KUALA LUMPUR,KUALA LUMPUR,50672,MALAYSIA,"FUJITSU SYSTEMS GLOBAL SOLUTIONS SDN. BHD., 22ND FLOOR, NORTH & SOUTH WING, MENARA TELEKOM, JALAN PANTAI BAHARU, KUALA LUMPUR, KUALA LUMPUR, 50672, MALAYSIA",,,,,,"FUJITSU SYSTEMS GLOBAL SOLUTIONS SDN. BHD., 22ND FLOOR, NORTH & SOUTH WING, MENARA TELEKOM, JALAN PANTAI BAHARU, KUALA LUMPUR, KUALA LUMPUR, 50672, MALAYSIA",3.139,101.6869,7,"50672, Malaysia",OK,OpenCage,45945.04897
JC0225,FUJITSU TELECOMMUNICATIONS ASIA SDN. BHD.,,FUJITSU TELECOMMUNICATIONS ASIA SDN. BHD.,"GROUND FLOOR, NO 3505 JALAN TEKNOKRAT 5",CYBERJAYA,SELANGOR,63000,MALAYSIA,"FUJITSU TELECOMMUNICATIONS ASIA SDN. BHD., GROUND FLOOR, NO 3505 JALAN TEKNOKRAT 5, CYBERJAYA, SELANGOR, 63000, MALAYSIA",,,,,,"FUJITSU TELECOMMUNICATIONS ASIA SDN. BHD., GROUND FLOOR, NO 3505 JALAN TEKNOKRAT 5, CYBERJAYA, SELANGOR, 63000, MALAYSIA",,,,,OK,OpenCage,45945.049
JC0226,FUKAYA CHARCOAL CHANNELS SDN. BHD.,,FUKAYA CHARCOAL CHANNELS SDN. BHD.,LOT 008224 KAWASAN PERINDUSTRIAN KUALA KANGSAR ,KUALA KANGSAR,PERAK,33000,MALAYSIA,"FUKAYA CHARCOAL CHANNELS SDN. BHD., LOT 008224 KAWASAN PERINDUSTRIAN KUALA KANGSAR , KUALA KANGSAR, PERAK, 33000, MALAYSIA",,,,,,"FUKAYA CHARCOAL CHANNELS SDN. BHD., LOT 008224 KAWASAN PERINDUSTRIAN KUALA KANGSAR , KUALA KANGSAR, PERAK, 33000, MALAYSIA",4.76667,100.93333,4,"Kuala Kangsar, Perak, Malaysia",OK,OpenCage,45945.04903
JC0227,FURUKAWA MACHINERY ASIA SDN BHD,,FURUKAWA MACHINERY ASIA SDN BHD,"12-02 2, RIO TOWER, PERSIARAN RIO, BANDAR PUTERI PUCHONG",PUCHONG,SELANGOR,47100,MALAYSIA,"FURUKAWA MACHINERY ASIA SDN BHD, 12-02 2, RIO TOWER, PERSIARAN RIO, BANDAR PUTERI PUCHONG, PUCHONG, SELANGOR, 47100, MALAYSIA",,,,,,"FURUKAWA MACHINERY ASIA SDN BHD, 12-02 2, RIO TOWER, PERSIARAN RIO, BANDAR PUTERI PUCHONG, PUCHONG, SELANGOR, 47100, MALAYSIA",,,,,OK,OpenCage,45945.04905
JC0228,FURUKAWA SANGYO KAISHA (MALAYSIA) SDN. BHD. (FSKM),,FURUKAWA SANGYO KAISHA (MALAYSIA) SDN. BHD. (FSKM),"BO3-C-05, MENARA 3A, NO.3. JALAN BANGSAR, KL ECO CITY",KUALA LUMPUR,KUALA LUMPUR,59200,MALAYSIA,"FURUKAWA SANGYO KAISHA (MALAYSIA) SDN. BHD. (FSKM), BO3-C-05, MENARA 3A, NO.3. JALAN BANGSAR, KL ECO CITY, KUALA LUMPUR, KUALA LUMPUR, 59200, MALAYSIA",,,,,,"FURUKAWA SANGYO KAISHA (MALAYSIA) SDN. BHD. (FSKM), BO3-C-05, MENARA 3A, NO.3. JALAN BANGSAR, KL ECO CITY, KUALA LUMPUR, KUALA LUMPUR, 59200, MALAYSIA",3.1185,101.6757,7,"59200, Malaysia",OK,OpenCage,45945.04907
JC0229,FUTEC SOUTHEAST ASIA SDN. BHD.,,FUTEC SOUTHEAST ASIA SDN. BHD.,"B-07-01, SKYPARK, ONECITY JALAN USJ25/1 47650 SUBANG JAYA SELANGOR",SUBANG JAYA,SELANGOR,47650,MALAYSIA,"FUTEC SOUTHEAST ASIA SDN. BHD., B-07-01, SKYPARK, ONECITY JALAN USJ25/1 47650 SUBANG JAYA SELANGOR, SUBANG JAYA, SELANGOR, 47650, MALAYSIA",,,,,,"FUTEC SOUTHEAST ASIA SDN. BHD., B-07-01, SKYPARK, ONECITY JALAN USJ25/1 47650 SUBANG JAYA SELANGOR, SUBANG JAYA, SELANGOR, 47650, MALAYSIA",,,,,OK,OpenCage,45945.0491
